5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,
5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,
5.000000,1.867522,5.000000,3.642045,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,
5.000000,1.867522,5.000000,3.642045,5.000000,5.000000,1.474541,5.000000,13.646349,5.000000,5.000000,
2.603738,1.867522,5.000000,3.642045,5.000000,5.000000,1.474541,5.000000,13.646349,5.000000,5.000000,
2.603738,1.867522,5.000000,3.642045,5.000000,2.718118,1.474541,5.000000,13.646349,5.000000,5.000000,
2.603738,1.867522,5.000000,3.642045,5.000000,2.718118,1.474541,3.996856,8.841759,5.000000,5.000000,
2.603738,1.867522,2.187060,3.642045,5.000000,2.718118,1.474541,3.996856,2.958970,3.437047,5.000000,
1.700639,1.867522,2.187060,3.642045,5.000000,2.718118,1.474541,3.996856,2.958970,4.199098,5.000000,
1.700639,1.867522,2.187060,3.642045,3.234423,2.718118,1.474541,6.131444,2.289479,4.199098,5.000000,
1.700639,1.867522,2.187060,3.642045,3.234423,2.718118,1.474541,6.131444,4.254225,4.199098,5.000000,
1.700639,1.867522,2.187060,3.642045,3.234423,2.718118,1.474541,6.131444,4.254225,4.199098,5.000000,
1.700639,1.867522,2.187060,3.642045,3.234423,5.539741,1.474541,6.131444,4.254225,4.199098,5.000000,
1.700639,1.867522,2.187060,2.570269,3.234423,6.616788,1.474541,6.131444,4.157992,4.199098,5.000000,
1.700639,1.867522,2.187060,2.570269,3.234423,6.616788,1.474541,6.131444,4.157992,4.199098,5.000000,
1.700639,1.867522,2.187060,2.570269,3.234423,6.616788,1.474541,6.131444,4.157992,4.199098,5.000000,
1.700639,1.867522,2.187060,2.570269,3.234423,6.616788,1.359650,6.131444,4.157992,5.749361,5.000000,
1.700639,1.867522,2.187060,2.570269,3.234423,6.616788,1.359650,6.131444,4.157992,5.749361,5.000000,
1.700639,1.867522,2.187060,2.570269,3.234423,6.616788,1.359650,6.131444,4.157992,5.749361,5.000000,
1.700639,1.867522,3.302320,2.306489,3.234423,6.616788,1.359650,6.131444,4.157992,5.749361,5.000000,
1.700639,1.867522,3.302320,2.306489,3.234423,6.616788,1.359650,6.131444,4.157992,5.749361,5.000000,
1.700639,1.867522,3.302320,2.306489,3.234423,6.616788,1.359650,6.131444,4.157992,5.749361,5.000000,
1.700639,1.867522,3.302320,2.306489,3.234423,13.772041,1.359650,6.131444,4.157992,6.219915,2.472819,
1.700639,1.867522,3.302320,2.306489,2.710425,13.772041,1.359650,6.131444,4.687897,6.219915,5.827324,
1.700639,1.954007,3.302320,2.306489,2.710425,13.772041,1.359650,4.045442,4.687897,6.219915,4.576260,
1.700639,1.954007,3.302320,2.306489,2.710425,9.927496,1.359650,4.411247,4.687897,6.219915,4.576260,
1.555950,1.954007,3.302320,2.306489,2.710425,9.927496,1.359650,6.531651,4.687897,6.219915,4.576260,
1.555950,1.954007,3.302320,2.306489,2.710425,9.927496,1.359650,6.531651,4.687897,5.513971,4.576260,
1.555950,1.954007,3.302320,2.306489,2.710425,11.164820,1.537496,6.531651,4.687897,6.741823,4.576260,
1.555950,1.954007,3.302320,2.306489,2.710425,11.164820,1.537496,6.531651,4.687897,6.741823,4.576260,
1.555950,1.954007,3.302320,2.306489,2.710425,11.164820,1.537496,6.531651,4.687897,6.741823,4.576260,
1.555950,1.954007,3.302320,2.306489,2.710425,5.633056,1.537496,6.531651,3.511390,6.741823,6.095401,
1.555950,1.954007,2.749593,2.306489,2.710425,5.633056,1.537496,6.531651,5.801804,6.741823,6.095401,
